week,region,family,sales,quantity
2018-11-09,1,Coffee drinks,332978,5273
2018-11-09,1,Bottled drinks,299952,9234
2018-11-09,1,Combos,11659204,103827
2018-11-09,1,Popcorn,2888775,45994
2018-11-09,1,Other families,6874714,111845
2018-11-09,2,Coffee drinks,231816,3626
2018-11-09,2,Bottled drinks,243231,7360
2018-11-09,2,Combos,8652380,72555
2018-11-09,2,Popcorn,1897227,30593
2018-11-09,2,Other families,5914238,88035
2018-11-09,3,Coffee drinks,377076,5828
2018-11-09,3,Bottled drinks,302528,8887
2018-11-09,3,Combos,8935051,74245
2018-11-09,3,Popcorn,2379292,37630
2018-11-09,3,Other families,8070477,116151
2018-11-09,4,Coffee drinks,259225,4141
2018-11-09,4,Bottled drinks,282873,8870
2018-11-09,4,Combos,9653609,85434
2018-11-09,4,Popcorn,2487251,40952
2018-11-09,4,Other families,7266423,114405
2018-11-16,1,Coffee drinks,390566,6196
2018-11-16,1,Bottled drinks,357787,10887
2018-11-16,1,Combos,16537858,147489
2018-11-16,1,Popcorn,3470928,55073
2018-11-16,1,Other families,9257307,156358
2018-11-16,2,Coffee drinks,236154,3739
2018-11-16,2,Bottled drinks,298012,9052
2018-11-16,2,Combos,12774684,107228
2018-11-16,2,Popcorn,2364391,38207
2018-11-16,2,Other families,8074802,124256
2018-11-16,3,Coffee drinks,430346,6636
2018-11-16,3,Bottled drinks,365527,10819
2018-11-16,3,Combos,14045302,116796
2018-11-16,3,Popcorn,3006860,46991
2018-11-16,3,Other families,10962311,159598
2018-11-16,4,Coffee drinks,297034,4732
2018-11-16,4,Bottled drinks,330728,10408
2018-11-16,4,Combos,14909196,132777
2018-11-16,4,Popcorn,3035421,49931
2018-11-16,4,Other families,10069742,167057
2018-11-23,1,Coffee drinks,342510,5443
2018-11-23,1,Bottled drinks,362292,10408
2018-11-23,1,Combos,16685800,138476
2018-11-23,1,Popcorn,3780800,55974
2018-11-23,1,Other families,8543637,146557
2018-11-23,2,Coffee drinks,201997,3212
2018-11-23,2,Bottled drinks,295656,8504
2018-11-23,2,Combos,12497481,97373
2018-11-23,2,Popcorn,2447341,36886
2018-11-23,2,Other families,7263963,113011
2018-11-23,3,Coffee drinks,338748,5241
2018-11-23,3,Bottled drinks,352535,9971
2018-11-23,3,Combos,13262638,102757
2018-11-23,3,Popcorn,3005858,44186
2018-11-23,3,Other families,10014458,148003
2018-11-23,4,Coffee drinks,261808,4150
2018-11-23,4,Bottled drinks,343922,10195
2018-11-23,4,Combos,13921236,115907
2018-11-23,4,Popcorn,3255890,50019
2018-11-23,4,Other families,9188226,154809
2018-11-30,1,Coffee drinks,355605,5595
2018-11-30,1,Bottled drinks,329412,10123
2018-11-30,1,Combos,14875229,131160
2018-11-30,1,Popcorn,3294837,52372
2018-11-30,1,Other families,7990548,133678
2018-11-30,2,Coffee drinks,197295,3110
2018-11-30,2,Bottled drinks,271391,8244
2018-11-30,2,Combos,11198925,92279
2018-11-30,2,Popcorn,2096925,33843
2018-11-30,2,Other families,6786780,103738
2018-11-30,3,Coffee drinks,329144,5074
2018-11-30,3,Bottled drinks,307142,9118
2018-11-30,3,Combos,11424793,93941
2018-11-30,3,Popcorn,2544871,40119
2018-11-30,3,Other families,8935285,131449
2018-11-30,4,Coffee drinks,241782,3895
2018-11-30,4,Bottled drinks,306327,9626
2018-11-30,4,Combos,12660797,110473
2018-11-30,4,Popcorn,2779343,45756
2018-11-30,4,Other families,8454368,138356
2018-12-07,1,Coffee drinks,337911,5339
2018-12-07,1,Bottled drinks,354079,10833
2018-12-07,1,Combos,16207590,140790
2018-12-07,1,Popcorn,3571921,56314
2018-12-07,1,Other families,9101935,155091
2018-12-07,2,Coffee drinks,199367,3161
2018-12-07,2,Bottled drinks,282953,8644
2018-12-07,2,Combos,12002226,96707
2018-12-07,2,Popcorn,2277278,36661
2018-12-07,2,Other families,7378841,116554
2018-12-07,3,Coffee drinks,368260,5694
2018-12-07,3,Bottled drinks,344312,10172
2018-12-07,3,Combos,12451878,101415
2018-12-07,3,Popcorn,2791848,43533
2018-12-07,3,Other families,10381147,154910
2018-12-07,4,Coffee drinks,281395,4474
2018-12-07,4,Bottled drinks,319025,10055
2018-12-07,4,Combos,13340504,115295
2018-12-07,4,Popcorn,2924281,48002
2018-12-07,4,Other families,9263074,157336
2018-12-14,1,Coffee drinks,456961,7198
2018-12-14,1,Bottled drinks,407896,12067
2018-12-14,1,Combos,19570969,166720
2018-12-14,1,Popcorn,4222590,64862
2018-12-14,1,Other families,11179562,218649
2018-12-14,2,Coffee drinks,239704,3739
2018-12-14,2,Bottled drinks,325448,9674
2018-12-14,2,Combos,14849300,118176
2018-12-14,2,Popcorn,2656332,41772
2018-12-14,2,Other families,9264671,166852
2018-12-14,3,Coffee drinks,468460,7183
2018-12-14,3,Bottled drinks,398047,11550
2018-12-14,3,Combos,15938403,126931
2018-12-14,3,Popcorn,3422069,52244
2018-12-14,3,Other families,12651856,218266
2018-12-14,4,Coffee drinks,347546,5479
2018-12-14,4,Bottled drinks,390815,11969
2018-12-14,4,Combos,18850601,159025
2018-12-14,4,Popcorn,3789420,60552
2018-12-14,4,Other families,12541568,241261
2018-12-21,1,Coffee drinks,468183,7338
2018-12-21,1,Bottled drinks,462533,12831
2018-12-21,1,Combos,17911136,137220
2018-12-21,1,Popcorn,4650108,66831
2018-12-21,1,Other families,10865052,213353
2018-12-21,2,Coffee drinks,252861,3969
2018-12-21,2,Bottled drinks,368164,10358
2018-12-21,2,Combos,14023648,99057
2018-12-21,2,Popcorn,2907937,43106
2018-12-21,2,Other families,8839297,162456
2018-12-21,3,Coffee drinks,550036,8372
2018-12-21,3,Bottled drinks,442780,12126
2018-12-21,3,Combos,15742331,111898
2018-12-21,3,Popcorn,3786940,54074
2018-12-21,3,Other families,12692764,220581
2018-12-21,4,Coffee drinks,350595,5543
2018-12-21,4,Bottled drinks,430010,12447
2018-12-21,4,Combos,16862437,128760
2018-12-21,4,Popcorn,4131466,62048
2018-12-21,4,Other families,11897115,232270
2018-12-28,1,Coffee drinks,571367,8843
2018-12-28,1,Bottled drinks,425939,11877
2018-12-28,1,Combos,17444974,136003
2018-12-28,1,Popcorn,4632475,67149
2018-12-28,1,Other families,10486262,214999
2018-12-28,2,Coffee drinks,275854,4296
2018-12-28,2,Bottled drinks,330731,9337
2018-12-28,2,Combos,12746169,91155
2018-12-28,2,Popcorn,2759254,40796
2018-12-28,2,Other families,8246707,151948
2018-12-28,3,Coffee drinks,487914,7409
2018-12-28,3,Bottled drinks,416694,11550
2018-12-28,3,Combos,14677033,105832
2018-12-28,3,Popcorn,3588764,51376
2018-12-28,3,Other families,11906962,204964
2018-12-28,4,Coffee drinks,303021,4854
2018-12-28,4,Bottled drinks,415751,12003
2018-12-28,4,Combos,15595052,119712
2018-12-28,4,Popcorn,3885014,57924
2018-12-28,4,Other families,11237865,218794
2019-01-04,1,Coffee drinks,273540,4324
2019-01-04,1,Bottled drinks,288768,8268
2019-01-04,1,Combos,11872505,98964
2019-01-04,1,Popcorn,3069345,45625
2019-01-04,1,Other families,7106416,148049
2019-01-04,2,Coffee drinks,151658,2413
2019-01-04,2,Bottled drinks,237859,6813
2019-01-04,2,Combos,8895032,70101
2019-01-04,2,Popcorn,1898249,28773
2019-01-04,2,Other families,5825053,108333
2019-01-04,3,Coffee drinks,265423,4070
2019-01-04,3,Bottled drinks,264796,7375
2019-01-04,3,Combos,8792246,69179
2019-01-04,3,Popcorn,2218237,32620
2019-01-04,3,Other families,7364097,125306
2019-01-04,4,Coffee drinks,201455,3242
2019-01-04,4,Bottled drinks,272898,8079
2019-01-04,4,Combos,10437036,86323
2019-01-04,4,Popcorn,2601265,39456
2019-01-04,4,Other families,7512700,146798
2019-01-11,1,Coffee drinks,310498,4902
2019-01-11,1,Bottled drinks,312323,9424
2019-01-11,1,Combos,14925005,129978
2019-01-11,1,Popcorn,3373356,52976
2019-01-11,1,Other families,8427177,171006
2019-01-11,2,Coffee drinks,189920,2980
2019-01-11,2,Bottled drinks,256592,7761
2019-01-11,2,Combos,11294827,92202
2019-01-11,2,Popcorn,2205689,35578
2019-01-11,2,Other families,7057307,131469
2019-01-11,3,Coffee drinks,323488,4977
2019-01-11,3,Bottled drinks,275513,8132
2019-01-11,3,Combos,11048431,90024
2019-01-11,3,Popcorn,2528438,39623
2019-01-11,3,Other families,8924226,153436
2019-01-11,4,Coffee drinks,241257,3830
2019-01-11,4,Bottled drinks,287430,8953
2019-01-11,4,Combos,13159990,113899
2019-01-11,4,Popcorn,2848344,46323
2019-01-11,4,Other families,8836411,171094
2019-01-18,1,Coffee drinks,325716,5177
2019-01-18,1,Bottled drinks,340362,10319
2019-01-18,1,Combos,13642752,121327
2019-01-18,1,Popcorn,3368465,53505
2019-01-18,1,Other families,7773079,161671
2019-01-18,2,Coffee drinks,194443,3080
2019-01-18,2,Bottled drinks,282979,8533
2019-01-18,2,Combos,10244572,85827
2019-01-18,2,Popcorn,2171359,35279
2019-01-18,2,Other families,6509377,121937
2019-01-18,3,Coffee drinks,341295,5287
2019-01-18,3,Bottled drinks,308073,9069
2019-01-18,3,Combos,9829295,82097
2019-01-18,3,Popcorn,2552837,40451
2019-01-18,3,Other families,8326413,143176
2019-01-18,4,Coffee drinks,259398,4144
2019-01-18,4,Bottled drinks,301393,9415
2019-01-18,4,Combos,11322420,100420
2019-01-18,4,Popcorn,2783584,45583
2019-01-18,4,Other families,7724849,151958
2019-01-25,1,Coffee drinks,303359,4823
2019-01-25,1,Bottled drinks,317340,9621
2019-01-25,1,Combos,11909859,107099
2019-01-25,1,Popcorn,3180513,50923
2019-01-25,1,Other families,7090269,148442
2019-01-25,2,Coffee drinks,207308,3272
2019-01-25,2,Bottled drinks,280934,8439
2019-01-25,2,Combos,9961704,83535
2019-01-25,2,Popcorn,2206612,35823
2019-01-25,2,Other families,6291194,118231
2019-01-25,3,Coffee drinks,349151,5405
2019-01-25,3,Bottled drinks,324904,9561
2019-01-25,3,Combos,10008862,83267
2019-01-25,3,Popcorn,2610078,41288
2019-01-25,3,Other families,8457531,144109
2019-01-25,4,Coffee drinks,270728,4319
2019-01-25,4,Bottled drinks,302940,9437
2019-01-25,4,Combos,10484160,92553
2019-01-25,4,Popcorn,2824741,46519
2019-01-25,4,Other families,7592822,145492
2019-02-01,1,Coffee drinks,276410,4430
2019-02-01,1,Bottled drinks,311745,9430
2019-02-01,1,Combos,14373087,130136
2019-02-01,1,Popcorn,3190922,50515
2019-02-01,1,Other families,7140471,157920
2019-02-01,2,Coffee drinks,151967,2426
2019-02-01,2,Bottled drinks,269268,8112
2019-02-01,2,Combos,11335679,96185
2019-02-01,2,Popcorn,2065577,33377
2019-02-01,2,Other families,5968782,117451
2019-02-01,3,Coffee drinks,300243,4652
2019-02-01,3,Bottled drinks,335905,9870
2019-02-01,3,Combos,13317082,111381
2019-02-01,3,Popcorn,2757823,43162
2019-02-01,3,Other families,9055348,165809
2019-02-01,4,Coffee drinks,212965,3448
2019-02-01,4,Bottled drinks,298543,9306
2019-02-01,4,Combos,13780872,122802
2019-02-01,4,Popcorn,2760945,45300
2019-02-01,4,Other families,7546817,157044
2019-02-08,1,Coffee drinks,275214,4399
2019-02-08,1,Bottled drinks,296134,8913
2019-02-08,1,Combos,10765937,97103
2019-02-08,1,Popcorn,2893857,46179
2019-02-08,1,Other families,6290948,138807
2019-02-08,2,Coffee drinks,178089,2790
2019-02-08,2,Bottled drinks,238883,7259
2019-02-08,2,Combos,8371335,70571
2019-02-08,2,Popcorn,1895623,30857
2019-02-08,2,Other families,5161283,102999
2019-02-08,3,Coffee drinks,292280,4555
2019-02-08,3,Bottled drinks,294126,8635
2019-02-08,3,Combos,8449792,70660
2019-02-08,3,Popcorn,2309913,36676
2019-02-08,3,Other families,7001822,129587
2019-02-08,4,Coffee drinks,208154,3362
2019-02-08,4,Bottled drinks,257183,8001
2019-02-08,4,Combos,8913740,78826
2019-02-08,4,Popcorn,2367358,39060
2019-02-08,4,Other families,6106409,127377
2019-02-15,1,Coffee drinks,282712,4566
2019-02-15,1,Bottled drinks,323994,9772
2019-02-15,1,Combos,11918562,107660
2019-02-15,1,Popcorn,3148797,50280
2019-02-15,1,Other families,6721688,147777
2019-02-15,2,Coffee drinks,145036,2321
2019-02-15,2,Bottled drinks,274250,8214
2019-02-15,2,Combos,9192883,77829
2019-02-15,2,Popcorn,1997739,32607
2019-02-15,2,Other families,5472050,110463
2019-02-15,3,Coffee drinks,247904,3870
2019-02-15,3,Bottled drinks,329694,9578
2019-02-15,3,Combos,9160163,76609
2019-02-15,3,Popcorn,2404224,38150
2019-02-15,3,Other families,7494857,139829
2019-02-15,4,Coffee drinks,193501,3101
2019-02-15,4,Bottled drinks,290499,8996
2019-02-15,4,Combos,9849800,87657
2019-02-15,4,Popcorn,2482275,41037
2019-02-15,4,Other families,6525255,137268
2019-02-22,1,Coffee drinks,282841,4515
2019-02-22,1,Bottled drinks,297815,8957
2019-02-22,1,Combos,10598315,96440
2019-02-22,1,Popcorn,3019421,48382
2019-02-22,1,Other families,6175644,125345
2019-02-22,2,Coffee drinks,152155,2423
2019-02-22,2,Bottled drinks,249571,7480
2019-02-22,2,Combos,8129810,69561
2019-02-22,2,Popcorn,1932906,31584
2019-02-22,2,Other families,4961014,92712
2019-02-22,3,Coffee drinks,253047,3980
2019-02-22,3,Bottled drinks,284228,8269
2019-02-22,3,Combos,7557174,63895
2019-02-22,3,Popcorn,2179197,34622
2019-02-22,3,Other families,6460768,114730
2019-02-22,4,Coffee drinks,186608,3020
2019-02-22,4,Bottled drinks,269450,8369
2019-02-22,4,Combos,8553546,76699
2019-02-22,4,Popcorn,2372894,39451
2019-02-22,4,Other families,5984020,115446
2019-03-01,1,Coffee drinks,218460,3489
2019-03-01,1,Bottled drinks,299562,8614
2019-03-01,1,Combos,9170610,81375
2019-03-01,1,Popcorn,2629128,41028
2019-03-01,1,Other families,5384947,103447
2019-03-01,2,Coffee drinks,126410,1990
2019-03-01,2,Bottled drinks,238101,6844
2019-03-01,2,Combos,6906193,57798
2019-03-01,2,Popcorn,1679782,26685
2019-03-01,2,Other families,4240293,74261
2019-03-01,3,Coffee drinks,209782,3261
2019-03-01,3,Bottled drinks,268210,7447
2019-03-01,3,Combos,6604829,54494
2019-03-01,3,Popcorn,1929846,29832
2019-03-01,3,Other families,5768507,95725
2019-03-01,4,Coffee drinks,176661,2808
2019-03-01,4,Bottled drinks,263389,7798
2019-03-01,4,Combos,7992220,70282
2019-03-01,4,Popcorn,2208886,35375
2019-03-01,4,Other families,5445098,98557
2019-03-08,1,Coffee drinks,286868,4551
2019-03-08,1,Bottled drinks,428859,12234
2019-03-08,1,Combos,18081492,156314
2019-03-08,1,Popcorn,4098844,63194
2019-03-08,1,Other families,8716018,162417
2019-03-08,2,Coffee drinks,134293,2142
2019-03-08,2,Bottled drinks,368179,10458
2019-03-08,2,Combos,14043147,113785
2019-03-08,2,Popcorn,2651399,41431
2019-03-08,2,Other families,7239465,126010
2019-03-08,3,Coffee drinks,257043,3979
2019-03-08,3,Bottled drinks,419313,11582
2019-03-08,3,Combos,14985691,119384
2019-03-08,3,Popcorn,3286458,50056
2019-03-08,3,Other families,10396452,172742
2019-03-08,4,Coffee drinks,200085,3160
2019-03-08,4,Bottled drinks,373517,10941
2019-03-08,4,Combos,15727880,134312
2019-03-08,4,Popcorn,3371908,53521
2019-03-08,4,Other families,9000462,169059
2019-03-15,1,Coffee drinks,275364,4338
2019-03-15,1,Bottled drinks,342051,9794
2019-03-15,1,Combos,15097774,133546
2019-03-15,1,Popcorn,3398943,52505
2019-03-15,1,Other families,7106953,123726
2019-03-15,2,Coffee drinks,178241,2845
2019-03-15,2,Bottled drinks,287148,8270
2019-03-15,2,Combos,12073379,101010
2019-03-15,2,Popcorn,2270349,35805
2019-03-15,2,Other families,5850609,98641
2019-03-15,3,Coffee drinks,289249,4438
2019-03-15,3,Bottled drinks,332723,9229
2019-03-15,3,Combos,12959823,107238
2019-03-15,3,Popcorn,2782711,42539
2019-03-15,3,Other families,8587352,137550
2019-03-15,4,Coffee drinks,241110,3805
2019-03-15,4,Bottled drinks,307982,9001
2019-03-15,4,Combos,13889184,122123
2019-03-15,4,Popcorn,2799668,44712
2019-03-15,4,Other families,7290317,130884
2019-03-22,1,Coffee drinks,213941,3408
2019-03-22,1,Bottled drinks,289425,8303
2019-03-22,1,Combos,10142035,89859
2019-03-22,1,Popcorn,2792125,43478
2019-03-22,1,Other families,5398337,92169
2019-03-22,2,Coffee drinks,121113,1913
2019-03-22,2,Bottled drinks,237603,6821
2019-03-22,2,Combos,8035289,66763
2019-03-22,2,Popcorn,1824021,29134
2019-03-22,2,Other families,4442227,71725
2019-03-22,3,Coffee drinks,231793,3607
2019-03-22,3,Bottled drinks,263778,7313
2019-03-22,3,Combos,7555801,62340
2019-03-22,3,Popcorn,2116479,32715
2019-03-22,3,Other families,5933261,91723
2019-03-22,4,Coffee drinks,190683,3047
2019-03-22,4,Bottled drinks,255268,7466
2019-03-22,4,Combos,8592700,75353
2019-03-22,4,Popcorn,2343931,37737
2019-03-22,4,Other families,5500042,92302
2019-03-29,1,Coffee drinks,216948,3455
2019-03-29,1,Bottled drinks,381347,10848
2019-03-29,1,Combos,15331315,134421
2019-03-29,1,Popcorn,3500180,54109
2019-03-29,1,Other families,7321961,132550
2019-03-29,2,Coffee drinks,143964,2292
2019-03-29,2,Bottled drinks,306023,8728
2019-03-29,2,Combos,11957898,97917
2019-03-29,2,Popcorn,2355147,37213
2019-03-29,2,Other families,6160511,104190
2019-03-29,3,Coffee drinks,267575,4113
2019-03-29,3,Bottled drinks,366316,10016
2019-03-29,3,Combos,12066165,97933
2019-03-29,3,Popcorn,2819513,43250
2019-03-29,3,Other families,8736827,142051
2019-03-29,4,Coffee drinks,200549,3201
2019-03-29,4,Bottled drinks,340365,9965
2019-03-29,4,Combos,13840608,119690
2019-03-29,4,Popcorn,3067624,48901
2019-03-29,4,Other families,7817227,140394
2019-04-05,1,Coffee drinks,233980,3723
2019-04-05,1,Bottled drinks,417647,11932
2019-04-05,1,Combos,17870961,156245
2019-04-05,1,Popcorn,3915622,60629
2019-04-05,1,Other families,8181041,147410
2019-04-05,2,Coffee drinks,124601,1987
2019-04-05,2,Bottled drinks,349977,9930
2019-04-05,2,Combos,13594922,110873
2019-04-05,2,Popcorn,2566754,40591
2019-04-05,2,Other families,6787724,113271
2019-04-05,3,Coffee drinks,293707,4530
2019-04-05,3,Bottled drinks,381937,10454
2019-04-05,3,Combos,14186479,114400
2019-04-05,3,Popcorn,3171620,48777
2019-04-05,3,Other families,9515955,155041
2019-04-05,4,Coffee drinks,196022,3136
2019-04-05,4,Bottled drinks,353385,10282
2019-04-05,4,Combos,15087312,129952
2019-04-05,4,Popcorn,3222719,51523
2019-04-05,4,Other families,8199424,147272
2019-04-12,1,Coffee drinks,267112,4229
2019-04-12,1,Bottled drinks,461433,13165
2019-04-12,1,Combos,21616734,188496
2019-04-12,1,Popcorn,4506850,69105
2019-04-12,1,Other families,9429655,165934
2019-04-12,2,Coffee drinks,141865,2251
2019-04-12,2,Bottled drinks,387730,11009
2019-04-12,2,Combos,16442483,133794
2019-04-12,2,Popcorn,2904758,45536
2019-04-12,2,Other families,7649256,126778
2019-04-12,3,Coffee drinks,296800,4585
2019-04-12,3,Bottled drinks,455116,12590
2019-04-12,3,Combos,18248846,146735
2019-04-12,3,Popcorn,3651039,55844
2019-04-12,3,Other families,11508662,181935
2019-04-12,4,Coffee drinks,228946,3670
2019-04-12,4,Bottled drinks,438648,12755
2019-04-12,4,Combos,19588800,167610
2019-04-12,4,Popcorn,3906540,61766
2019-04-12,4,Other families,10019610,174354
2019-04-19,1,Coffee drinks,209290,3348
2019-04-19,1,Bottled drinks,343936,9824
2019-04-19,1,Combos,16030934,139522
2019-04-19,1,Popcorn,3381219,51715
2019-04-19,1,Other families,6704557,117119
2019-04-19,2,Coffee drinks,106693,1707
2019-04-19,2,Bottled drinks,276503,7963
2019-04-19,2,Combos,12381884,101414
2019-04-19,2,Popcorn,2202197,34510
2019-04-19,2,Other families,5471057,91011
2019-04-19,3,Coffee drinks,218717,3384
2019-04-19,3,Bottled drinks,296345,8381
2019-04-19,3,Combos,12484867,100002
2019-04-19,3,Popcorn,2521735,38579
2019-04-19,3,Other families,7484463,118219
2019-04-19,4,Coffee drinks,200764,3183
2019-04-19,4,Bottled drinks,313691,9227
2019-04-19,4,Combos,14650992,125578
2019-04-19,4,Popcorn,2973120,46564
2019-04-19,4,Other families,7188492,126109
2019-04-26,1,Coffee drinks,270809,4122
2019-04-26,1,Bottled drinks,570856,15420
2019-04-26,1,Combos,28698546,216081
2019-04-26,1,Popcorn,5627510,75830
2019-04-26,1,Other families,11887706,218246
2019-04-26,2,Coffee drinks,140590,2159
2019-04-26,2,Bottled drinks,457187,12345
2019-04-26,2,Combos,22289770,154510
2019-04-26,2,Popcorn,3651415,50638
2019-04-26,2,Other families,9718072,168887
2019-04-26,3,Coffee drinks,467472,6857
2019-04-26,3,Bottled drinks,575585,15209
2019-04-26,3,Combos,27716014,188446
2019-04-26,3,Popcorn,5163312,69078
2019-04-26,3,Other families,15797393,253262
2019-04-26,4,Coffee drinks,273408,4171
2019-04-26,4,Bottled drinks,525211,14632
2019-04-26,4,Combos,28666745,213181
2019-04-26,4,Popcorn,5280855,73134
2019-04-26,4,Other families,13593479,249540
2019-05-03,1,Coffee drinks,163031,2581
2019-05-03,1,Bottled drinks,299587,8639
2019-05-03,1,Combos,13810593,117964
2019-05-03,1,Popcorn,2720923,40883
2019-05-03,1,Other families,6194499,113796
2019-05-03,2,Coffee drinks,90631,1422
2019-05-03,2,Bottled drinks,237186,6854
2019-05-03,2,Combos,10709068,85870
2019-05-03,2,Popcorn,1749220,26939
2019-05-03,2,Other families,5161073,88357
2019-05-03,3,Coffee drinks,233768,3549
2019-05-03,3,Bottled drinks,300259,8552
2019-05-03,3,Combos,12846124,100345
2019-05-03,3,Popcorn,2474949,37125
2019-05-03,3,Other families,7970423,131121
2019-05-03,4,Coffee drinks,145212,2340
2019-05-03,4,Bottled drinks,260656,7798
2019-05-03,4,Combos,12232865,103325
2019-05-03,4,Popcorn,2327840,36171
2019-05-03,4,Other families,6246655,117857
2019-05-10,1,Coffee drinks,193714,3067
2019-05-10,1,Bottled drinks,395847,11416
2019-05-10,1,Combos,17116550,148133
2019-05-10,1,Popcorn,3584945,54724
2019-05-10,1,Other families,7832103,138095
2019-05-10,2,Coffee drinks,103849,1628
2019-05-10,2,Bottled drinks,321835,9294
2019-05-10,2,Combos,13033144,105305
2019-05-10,2,Popcorn,2293842,35344
2019-05-10,2,Other families,6370661,105463
2019-05-10,3,Coffee drinks,222365,3365
2019-05-10,3,Bottled drinks,408256,11402
2019-05-10,3,Combos,14753109,117158
2019-05-10,3,Popcorn,2996702,45390
2019-05-10,3,Other families,9514637,150537
2019-05-10,4,Coffee drinks,156651,2506
2019-05-10,4,Bottled drinks,365029,10820
2019-05-10,4,Combos,14816424,126207
2019-05-10,4,Popcorn,3024873,47454
2019-05-10,4,Other families,8102932,141786
2019-05-17,1,Coffee drinks,204156,3267
2019-05-17,1,Bottled drinks,392434,11444
2019-05-17,1,Combos,15840774,139595
2019-05-17,1,Popcorn,3441219,53218
2019-05-17,1,Other families,7522459,129263
2019-05-17,2,Coffee drinks,86428,1364
2019-05-17,2,Bottled drinks,333414,9706
2019-05-17,2,Combos,12075825,98966
2019-05-17,2,Popcorn,2175037,34287
2019-05-17,2,Other families,6082619,97609
2019-05-17,3,Coffee drinks,227712,3518
2019-05-17,3,Bottled drinks,357138,10146
2019-05-17,3,Combos,12018046,97459
2019-05-17,3,Popcorn,2691997,41475
2019-05-17,3,Other families,8339778,128866
2019-05-17,4,Coffee drinks,160054,2535
2019-05-17,4,Bottled drinks,351341,10468
2019-05-17,4,Combos,13226947,115145
2019-05-17,4,Popcorn,2847571,45608
2019-05-17,4,Other families,7673921,128833
2019-05-24,1,Coffee drinks,227569,3582
2019-05-24,1,Bottled drinks,504788,14488
2019-05-24,1,Combos,20092750,176614
2019-05-24,1,Popcorn,4275183,65920
2019-05-24,1,Other families,9639274,171294
2019-05-24,2,Coffee drinks,116041,1825
2019-05-24,2,Bottled drinks,427924,12362
2019-05-24,2,Combos,15545357,126851
2019-05-24,2,Popcorn,2833040,44607
2019-05-24,2,Other families,7948034,131932
2019-05-24,3,Coffee drinks,240815,3677
2019-05-24,3,Bottled drinks,463794,12948
2019-05-24,3,Combos,14732427,119863
2019-05-24,3,Popcorn,3301586,50669
2019-05-24,3,Other families,10512683,167435
2019-05-24,4,Coffee drinks,183061,2913
2019-05-24,4,Bottled drinks,449801,13282
2019-05-24,4,Combos,16776157,145237
2019-05-24,4,Popcorn,3584847,57275
2019-05-24,4,Other families,9742917,167397
2019-05-31,1,Coffee drinks,206021,3303
2019-05-31,1,Bottled drinks,447357,12848
2019-05-31,1,Combos,18770645,163975
2019-05-31,1,Popcorn,4009875,61795
2019-05-31,1,Other families,8703688,155702
2019-05-31,2,Coffee drinks,115363,1806
2019-05-31,2,Bottled drinks,377021,10720
2019-05-31,2,Combos,14395664,116665
2019-05-31,2,Popcorn,2574205,40362
2019-05-31,2,Other families,7013933,117899
2019-05-31,3,Coffee drinks,310450,4756
2019-05-31,3,Bottled drinks,410343,11577
2019-05-31,3,Combos,14422303,116397
2019-05-31,3,Popcorn,3192722,48861
2019-05-31,3,Other families,9861093,159457
2019-05-31,4,Coffee drinks,223495,3509
2019-05-31,4,Bottled drinks,405839,12085
2019-05-31,4,Combos,16668255,143372
2019-05-31,4,Popcorn,3516963,55699
2019-05-31,4,Other families,9311932,165272
2019-06-07,1,Coffee drinks,235643,3802
2019-06-07,1,Bottled drinks,524250,15110
2019-06-07,1,Combos,19855907,174659
2019-06-07,1,Popcorn,4360511,67622
2019-06-07,1,Other families,8913488,159921
2019-06-07,2,Coffee drinks,111245,1771
2019-06-07,2,Bottled drinks,443980,12743
2019-06-07,2,Combos,15104513,123671
2019-06-07,2,Popcorn,2751362,43563
2019-06-07,2,Other families,6980280,117652
2019-06-07,3,Coffee drinks,340977,5228
2019-06-07,3,Bottled drinks,468280,13261
2019-06-07,3,Combos,14887776,121502
2019-06-07,3,Popcorn,3473340,53485
2019-06-07,3,Other families,9836192,157613
2019-06-07,4,Coffee drinks,234639,3703
2019-06-07,4,Bottled drinks,465486,13841
2019-06-07,4,Combos,16696967,144692
2019-06-07,4,Popcorn,3669235,58789
2019-06-07,4,Other families,8711233,155953
2019-06-14,1,Coffee drinks,211455,3402
2019-06-14,1,Bottled drinks,446864,12863
2019-06-14,1,Combos,16540048,143940
2019-06-14,1,Popcorn,3647334,56334
2019-06-14,1,Other families,7257984,129183
2019-06-14,2,Coffee drinks,106186,1656
2019-06-14,2,Bottled drinks,371023,10596
2019-06-14,2,Combos,12599084,102222
2019-06-14,2,Popcorn,2315179,36324
2019-06-14,2,Other families,5677403,95210
2019-06-14,3,Coffee drinks,278100,4277
2019-06-14,3,Bottled drinks,394310,11027
2019-06-14,3,Combos,12004688,97298
2019-06-14,3,Popcorn,2820532,43288
2019-06-14,3,Other families,8080218,125686
2019-06-14,4,Coffee drinks,218959,3466
2019-06-14,4,Bottled drinks,395978,11671
2019-06-14,4,Combos,14119689,121188
2019-06-14,4,Popcorn,3110128,49594
2019-06-14,4,Other families,7258539,129859
2019-06-21,1,Coffee drinks,229243,3577
2019-06-21,1,Bottled drinks,621198,16770
2019-06-21,1,Combos,30717032,245101
2019-06-21,1,Popcorn,5611981,78588
2019-06-21,1,Other families,11702744,206318
2019-06-21,2,Coffee drinks,123285,1875
2019-06-21,2,Bottled drinks,484814,13134
